,short_title,icd9_code,long_title
4319,Mal hyp ht/kd I-IV w hf,40401,"Hypertensive heart and chronic kidney disease, malignant, with heart failure and with chronic kidney disease stage I through stage IV, or unspecified"
4320,Crn ath nonatlg blg grft,41403,Coronary atherosclerosis of nonautologous biological bypass graft
4321,Mal hy ht/kd st V w/o hf,40402,"Hypertensive heart and chronic kidney disease, malignant, without heart failure and with chronic kidney disease stage V or end stage renal disease"
4322,Mal hyp ht/kd stg V w hf,40403,"Hypertensive heart and chronic kidney disease, malignant, with heart failure and with chronic kidney disease stage V or end stage renal disease"
4323,Ben hy ht/kd I-IV w/o hf,40410,"Hypertensive heart and chronic kidney disease, benign, without heart failure and with chronic kidney disease stage I through stage IV, or unspecified"
4324,Ben hyp ht/kd I-IV w hf,40411,"Hypertensive heart and chronic kidney disease, benign, with heart failure and with chronic kidney disease stage I through stage IV, or unspecified"
4325,Ben hy ht/kd st V w/o hf,40412,"Hypertensive heart and chronic kidney disease, benign, without heart failure and with chronic kidney disease stage V or end stage renal disease"
4326,Ben hyp ht/kd stg V w hf,40413,"Hypertensive heart and chronic kidney disease, benign, with heart failure and chronic kidney disease stage V or end stage renal disease"
4327,Hy ht/kd NOS I-IV w/o hf,40490,"Hypertensive heart and chronic kidney disease, unspecified, without heart failure and with chronic kidney disease stage I through stage IV, or unspecified"
4328,Hyp ht/kd NOS I-IV w hf,40491,"Hypertensive heart and chronic kidney disease, unspecified, with heart failure and with chronic kidney disease stage I through stage IV, or unspecified"
4329,Hy ht/kd NOS st V w/o hf,40492,"Hypertensive heart and chronic kidney disease, unspecified, without heart failure and with chronic kidney disease stage V or end stage renal disease"
4330,Hyp ht/kd NOS st V w hf,40493,"Hypertensive heart and chronic kidney disease, unspecified, with heart failure and chronic kidney disease stage V or end stage renal disease"
4331,Mal renovasc hypertens,40501,Malignant renovascular hypertension
4332,Mal second hyperten NEC,40509,Other malignant secondary hypertension
4333,Benign renovasc hyperten,40511,Benign renovascular hypertension
4334,Benign second hypert NEC,40519,Other benign secondary hypertension
4335,Renovasc hypertension,40591,Unspecified renovascular hypertension
4336,Second hypertension NEC,40599,Other unspecified secondary hypertension
4337,"AMI anterolateral,unspec",41000,"Acute myocardial infarction of anterolateral wall, episode of care unspecified"
4338,"AMI anterolateral, init",41001,"Acute myocardial infarction of anterolateral wall, initial episode of care"
4339,"AMI anterolateral,subseq",41002,"Acute myocardial infarction of anterolateral wall, subsequent episode of care"
4340,"AMI anterior wall,unspec",41010,"Acute myocardial infarction of other anterior wall, episode of care unspecified"
4341,"AMI anterior wall, init",41011,"Acute myocardial infarction of other anterior wall, initial episode of care"
4342,"AMI anterior wall,subseq",41012,"Acute myocardial infarction of other anterior wall, subsequent episode of care"
4343,"AMI inferolateral,unspec",41020,"Acute myocardial infarction of inferolateral wall, episode of care unspecified"
4344,"AMI inferolateral, init",41021,"Acute myocardial infarction of inferolateral wall, initial episode of care"
4345,"AMI inferolateral,subseq",41022,"Acute myocardial infarction of inferolateral wall, subsequent episode of care"
4346,"AMI inferopost, unspec",41030,"Acute myocardial infarction of inferoposterior wall, episode of care unspecified"
4347,"AMI inferopost, initial",41031,"Acute myocardial infarction of inferoposterior wall, initial episode of care"
4348,"AMI inferopost, subseq",41032,"Acute myocardial infarction of inferoposterior wall, subsequent episode of care"
4349,"AMI inferior wall,unspec",41040,"Acute myocardial infarction of other inferior wall, episode of care unspecified"
4350,"AMI inferior wall, init",41041,"Acute myocardial infarction of other inferior wall, initial episode of care"
4351,"AMI inferior wall,subseq",41042,"Acute myocardial infarction of other inferior wall, subsequent episode of care"
4352,"AMI lateral NEC, unspec",41050,"Acute myocardial infarction of other lateral wall, episode of care unspecified"
4353,"AMI lateral NEC, initial",41051,"Acute myocardial infarction of other lateral wall, initial episode of care"
4354,"AMI lateral NEC, subseq",41052,"Acute myocardial infarction of other lateral wall, subsequent episode of care"
4355,"True post infarct,unspec",41060,"True posterior wall infarction, episode of care unspecified"
4356,"True post infarct, init",41061,"True posterior wall infarction, initial episode of care"
4357,"True post infarct,subseq",41062,"True posterior wall infarction, subsequent episode of care"
4358,"Subendo infarct, unspec",41070,"Subendocardial infarction, episode of care unspecified"
4359,"Subendo infarct, initial",41071,"Subendocardial infarction, initial episode of care"
4360,"Subendo infarct, subseq",41072,"Subendocardial infarction, subsequent episode of care"
4361,"AMI NEC, unspecified",41080,"Acute myocardial infarction of other specified sites, episode of care unspecified"
4362,"AMI NEC, initial",41081,"Acute myocardial infarction of other specified sites, initial episode of care"
4363,"AMI NEC, subsequent",41082,"Acute myocardial infarction of other specified sites, subsequent episode of care"
4364,"AMI NOS, unspecified",41090,"Acute myocardial infarction of unspecified site, episode of care unspecified"
4365,"AMI NOS, initial",41091,"Acute myocardial infarction of unspecified site, initial episode of care"
4366,"AMI NOS, subsequent",41092,"Acute myocardial infarction of unspecified site, subsequent episode of care"
4367,Post MI syndrome,4110,Postmyocardial infarction syndrome
4368,Intermed coronary synd,4111,Intermediate coronary syndrome
4369,Acute cor occlsn w/o MI,41181,Acute coronary occlusion without myocardial infarction
4370,Ac ischemic hrt dis NEC,41189,"Other acute and subacute forms of ischemic heart disease, other"
4371,Old myocardial infarct,412,Old myocardial infarction
4372,Angina decubitus,4130,Angina decubitus
4373,Prinzmetal angina,4131,Prinzmetal angina
4374,Angina pectoris NEC/NOS,4139,Other and unspecified angina pectoris
4375,Cor ath unsp vsl ntv/gft,41400,"Coronary atherosclerosis of unspecified type of vessel, native or graft"
4376,Crnry athrscl natve vssl,41401,Coronary atherosclerosis of native coronary artery
4377,Crn ath atlg vn bps grft,41402,Coronary atherosclerosis of autologous vein bypass graft
4378,Cor ath artry bypas grft,41404,Coronary atherosclerosis of artery bypass graft
4379,Cor ath bypass graft NOS,41405,Coronary atherosclerosis of unspecified bypass graft
4380,Cor ath natv art tp hrt,41406,Coronary atherosclerosis of native coronary artery of transplanted heart
4381,Cor ath bps graft tp hrt,41407,Coronary atherosclerosis of bypass graft (artery) (vein) of transplanted heart
4382,Aneurysm of heart,41410,Aneurysm of heart (wall)
4383,Aneurysm coronary vessel,41411,Aneurysm of coronary vessels
4384,Dissection cor artery,41412,Dissection of coronary artery
4385,Aneurysm of heart NEC,41419,Other aneurysm of heart
4386,Chr tot occlus cor artry,4142,Chronic total occlusion of coronary artery
4387,Cor ath d/t lpd rch plaq,4143,Coronary atherosclerosis due to lipid rich plaque
4388,Cor ath d/t calc cor lsn,4144,Coronary atherosclerosis due to calcified coronary lesion
4389,Chr ischemic hrt dis NEC,4148,Other specified forms of chronic ischemic heart disease
4390,Chr ischemic hrt dis NOS,4149,"Chronic ischemic heart disease, unspecified"
4391,Acute cor pulmonale,4150,Acute cor pulmonale
4392,Iatrogen pulm emb/infarc,41511,Iatrogenic pulmonary embolism and infarction
4393,Septic pulmonary embolsm,41512,Septic pulmonary embolism
4394,Saddle embol pulmon art,41513,Saddle embolus of pulmonary artery
4395,Pulm embol/infarct NEC,41519,Other pulmonary embolism and infarction
4396,Prim pulm hypertension,4160,Primary pulmonary hypertension
4397,Kyphoscoliotic heart dis,4161,Kyphoscoliotic heart disease
4398,Chr pulmonary embolism,4162,Chronic pulmonary embolism
4399,Chr pulmon heart dis NEC,4168,Other chronic pulmonary heart diseases
4400,Chr pulmon heart dis NOS,4169,"Chronic pulmonary heart disease, unspecified"
4401,Arterioven fistu pul ves,4170,Arteriovenous fistula of pulmonary vessels
4402,Pulmon artery aneurysm,4171,Aneurysm of pulmonary artery
4403,Pulmon circulat dis NEC,4178,Other specified diseases of pulmonary circulation
4404,Pulmon circulat dis NOS,4179,Unspecified disease of pulmonary circulation
4405,Ac pericardit in oth dis,4200,Acute pericarditis in diseases classified elsewhere
4406,Acute pericarditis NOS,42090,"Acute pericarditis, unspecified"
4407,Ac idiopath pericarditis,42091,Acute idiopathic pericarditis
4408,Acute pericarditis NEC,42099,Other acute pericarditis
4409,Ac/subac bact endocard,4210,Acute and subacute bacterial endocarditis
4410,Ac endocardit in oth dis,4211,Acute and subacute infective endocarditis in diseases classified elsewhere
4411,Ac/subac endocardit NOS,4219,"Acute endocarditis, unspecified"
4412,Ac myocardit in oth dis,4220,Acute myocarditis in diseases classified elsewhere
4413,Acute myocarditis NOS,42290,"Acute myocarditis, unspecified"
4414,Idiopathic myocarditis,42291,Idiopathic myocarditis
4415,Septic myocarditis,42292,Septic myocarditis
4416,Toxic myocarditis,42293,Toxic myocarditis
4417,Acute myocarditis NEC,42299,Other acute myocarditis
4418,Hemopericardium,4230,Hemopericardium
4419,Adhesive pericarditis,4231,Adhesive pericarditis
4420,Constrictiv pericarditis,4232,Constrictive pericarditis
4421,Cardiac tamponade,4233,Cardiac tamponade
4422,Pericardial disease NEC,4238,Other specified diseases of pericardium
4423,Pericardial disease NOS,4239,Unspecified disease of pericardium
4424,Mitral valve disorder,4240,Mitral valve disorders
4425,Aortic valve disorder,4241,Aortic valve disorders
4426,Nonrheum tricusp val dis,4242,"Tricuspid valve disorders, specified as nonrheumatic"
4427,Pulmonary valve disorder,4243,Pulmonary valve disorders
4428,Endocarditis NOS,42490,"Endocarditis, valve unspecified, unspecified cause"
4429,Endocarditis in oth dis,42491,Endocarditis in diseases classified elsewhere
4430,Endocarditis NEC,42499,"Other endocarditis, valve unspecified"
4431,Endomyocardial fibrosis,4250,Endomyocardial fibrosis
4432,Hyprtrophc obst cardiomy,42511,Hypertrophic obstructive cardiomyopathy
4433,Oth hyprtrophic cardiomy,42518,Other hypertrophic cardiomyopathy
4434,Obsc afric cardiomyopath,4252,Obscure cardiomyopathy of Africa
4435,Endocard fibroelastosis,4253,Endocardial fibroelastosis
4436,Prim cardiomyopathy NEC,4254,Other primary cardiomyopathies
4437,Alcoholic cardiomyopathy,4255,Alcoholic cardiomyopathy
4438,Metabolic cardiomyopathy,4257,Nutritional and metabolic cardiomyopathy
4439,Cardiomyopath in oth dis,4258,Cardiomyopathy in other diseases classified elsewhere
4440,Second cardiomyopath NOS,4259,"Secondary cardiomyopathy, unspecified"
4441,Atriovent block complete,4260,"Atrioventricular block, complete"
4442,Atriovent block NOS,42610,"Atrioventricular block, unspecified"
4443,Atriovent block-1st degr,42611,First degree atrioventricular block
4444,Atrioven block-mobitz ii,42612,Mobitz (type) II atrioventricular block
4445,Av block-2nd degree NEC,42613,Other second degree atrioventricular block
4446,Left bb hemiblock,4262,Left bundle branch hemiblock
4447,Left bb block NEC,4263,Other left bundle branch block
4448,Rt bundle branch block,4264,Right bundle branch block
4449,Bundle branch block NOS,42650,"Bundle branch block, unspecified"
4450,Rt bbb/lft post fasc blk,42651,Right bundle branch block and left posterior fascicular block
4451,Rt bbb/lft ant fasc blk,42652,Right bundle branch block and left anterior fascicular block
4452,Bilat bb block NEC,42653,Other bilateral bundle branch block
4453,Trifascicular block,42654,Trifascicular block
4454,Other heart block,4266,Other heart block
4455,Anomalous av excitation,4267,Anomalous atrioventricular excitation
4456,Lown-ganong-levine synd,42681,Lown-Ganong-Levine syndrome
4457,Long QT syndrome,42682,Long QT syndrome
4458,Conduction disorder NEC,42689,Other specified conduction disorders
4459,Conduction disorder NOS,4269,"Conduction disorder, unspecified"
4460,Parox atrial tachycardia,4270,Paroxysmal supraventricular tachycardia
4461,Parox ventric tachycard,4271,Paroxysmal ventricular tachycardia
4462,Parox tachycardia NOS,4272,"Paroxysmal tachycardia, unspecified"
4463,Atrial fibrillation,42731,Atrial fibrillation
4464,Atrial flutter,42732,Atrial flutter
4465,Ventricular fibrillation,42741,Ventricular fibrillation
4466,Ventricular flutter,42742,Ventricular flutter
4467,Cardiac arrest,4275,Cardiac arrest
4468,Premature beats NOS,42760,"Premature beats, unspecified"
4469,Atrial premature beats,42761,Supraventricular premature beats
4470,Premature beats NEC,42769,Other premature beats
4471,Sinoatrial node dysfunct,42781,Sinoatrial node dysfunction
4472,Cardiac dysrhythmias NEC,42789,Other specified cardiac dysrhythmias
4473,Cardiac dysrhythmia NOS,4279,"Cardiac dysrhythmia, unspecified"
4474,CHF NOS,4280,"Congestive heart failure, unspecified"
4475,Left heart failure,4281,Left heart failure
4476,Systolic hrt failure NOS,42820,"Systolic heart failure, unspecified"
4477,Ac systolic hrt failure,42821,Acute systolic heart failure
4478,Chr systolic hrt failure,42822,Chronic systolic heart failure
4479,Ac on chr syst hrt fail,42823,Acute on chronic systolic heart failure
4480,Diastolc hrt failure NOS,42830,"Diastolic heart failure, unspecified"
4481,Ac diastolic hrt failure,42831,Acute diastolic heart failure
4482,Chr diastolic hrt fail,42832,Chronic diastolic heart failure
4483,Ac on chr diast hrt fail,42833,Acute on chronic diastolic heart failure
4484,Syst/diast hrt fail NOS,42840,"Combined systolic and diastolic heart failure, unspecified"
4485,Ac syst/diastol hrt fail,42841,Acute combined systolic and diastolic heart failure
4486,Chr syst/diastl hrt fail,42842,Chronic combined systolic and diastolic heart failure
4487,Ac/chr syst/dia hrt fail,42843,Acute on chronic combined systolic and diastolic heart failure
4488,Heart failure NOS,4289,"Heart failure, unspecified"
4489,Myocarditis NOS,4290,"Myocarditis, unspecified"
4490,Myocardial degeneration,4291,Myocardial degeneration
4491,Ascvd,4292,"Cardiovascular disease, unspecified"
4492,Cardiomegaly,4293,Cardiomegaly
4493,Hrt dis postcardiac surg,4294,Functional disturbances following cardiac surgery
4494,Chordae tendinae rupture,4295,Rupture of chordae tendineae
4495,Papillary muscle rupture,4296,Rupture of papillary muscle
4496,Acq cardiac septl defect,42971,Acquired cardiac septal defect
4497,Other sequelae of MI NEC,42979,"Certain sequelae of myocardial infarction, not elsewhere classified, other"
4498,Papillary muscle dis NEC,42981,Other disorders of papillary muscle
4499,Hyperkinetic heart dis,42982,Hyperkinetic heart disease
4500,Takotsubo syndrome,42983,Takotsubo syndrome
4501,Ill-defined hrt dis NEC,42989,Other ill-defined heart diseases
4502,Heart disease NOS,4299,"Heart disease, unspecified"
4503,Subarachnoid hemorrhage,430,Subarachnoid hemorrhage
