,icd9_code,short_title,long_title
1524,5305,Ing hernia rep-graft NOS,"Repair of inguinal hernia with graft or prosthesis, not otherwise specified"
1525,5310,Bilat ing hernia rep NOS,"Bilateral repair of inguinal hernia, not otherwise specified"
1526,5311,Opn bil dir ing hern NEC,Other and open bilateral repair of direct inguinal hernia
1527,5312,Opn bil ind ing hern NEC,Other and open bilateral repair of indirect inguinal hernia
1528,5313,Opn bi dr/in ing hrn NEC,"Other and open bilateral repair of inguinal hernia, one direct and one indirect"
1529,5314,Opn bi dr ing hrn-gr NEC,Other and open bilateral repair of direct inguinal hernia with graft or prosthesis
1530,5315,Op bi in ing hrn-grf NEC,Other and open bilateral repair of indirect inguinal hernia with graft or prosthesis
1531,5316,Op bi dr/in ig hr-gr NEC,"Other and open bilateral repair of inguinal hernia, one direct and one indirect, with graft or prosthesis"
1532,5317,Bil ing hrn rep-grft NOS,"Bilateral inguinal hernia repair with graft or prosthesis, not otherwise specified"
1533,5321,Unil femor hrn rep-grft,Unilateral repair of femoral hernia with graft or prosthesis
1534,5329,Unil femor hern rep NEC,Other unilateral femoral herniorrhaphy
1535,5331,Bil fem hern repair-grft,Bilateral repair of femoral hernia with graft or prosthesis
1536,5339,Bil fem hern repair NEC,Other bilateral femoral herniorrhaphy
1537,5341,Opn rep umb hrn-grft NEC,Other and open repair of umbilical hernia with graft or prosthesis
1538,5342,Lap umbil hernia-graft,Laparoscopic repair of umbilical hernia with graft or prosthesis
1539,5343,Lap umbilical hernia NEC,Other laparoscopic umbilical herniorrhaphy
1540,5349,Open rep umbil hern NEC,Other open umbilical herniorrhaphy
1541,5351,Incisional hernia repair,Incisional hernia repair
1542,5359,Abd wall hern repair NEC,Repair of other hernia of anterior abdominal wall
1543,5361,Open incis hern-grft NEC,Other open incisional hernia repair with graft or prosthesis
1544,5362,Lap incis hern repr-grft,Laparoscopic incisional hernia repair with graft or prosthesis
1545,5363,Lap hern ant abd-gft NEC,Other laparoscopic repair of other hernia of anterior abdominal wall with graft or prosthesis
1546,5369,Opn hern ant abd-grf NEC,Other and open repair of other hernia of anterior abdominal wall with graft or prosthesis
1547,5371,Lap abd rep-diaphr hern,"Laparoscopic repair of diaphragmatic hernia, abdominal approach"
1548,5372,Opn abd diaphrm hern NEC,"Other and open repair of diaphragmatic hernia, abdominal approach"
1549,5375,Abd rep-diaphr hern NOS,"Repair of diaphragmatic hernia, abdominal approach, not otherwise specified"
1550,5380,Thor rep-diaph hern NOS,"Repair of diaphragmatic hernia with thoracic approach, not otherwise specified"
1551,5381,Diaphragmatic plication,Plication of the diaphragm
1552,5382,Parastern hernia repair,Repair of parasternal hernia
1553,5383,Lap thorc app-diaph hern,"Laparoscopic repair of diaphragmatic hernia, with thoracic approach"
1554,5384,Opn thorc diaph hern NEC,"Other and open repair of diaphragmatic hernia, with thoracic approach"
1555,539,Other hernia repair,Other hernia repair
1556,540,Abdominal wall incision,Incision of abdominal wall
1557,5411,Exploratory laparotomy,Exploratory laparotomy
1558,5412,Reopen recent lap site,Reopening of recent laparotomy site
1559,5419,Laparotomy NEC,Other laparotomy
1560,5421,Laparoscopy,Laparoscopy
1561,5422,Abdominal wall biopsy,Biopsy of abdominal wall or umbilicus
1562,5423,Peritoneal biopsy,Biopsy of peritoneum
1563,5424,Closed intra-abd mass bx,Closed [percutaneous] [needle] biopsy of intra-abdominal mass
1564,5425,Peritoneal lavage,Peritoneal lavage
1565,5429,Abd region dx proc NEC,Other diagnostic procedures on abdominal region
1566,543,Destruct abd wall lesion,Excision or destruction of lesion or tissue of abdominal wall or umbilicus
1567,544,Destruct peritoneal tiss,Excision or destruction of peritoneal tissue
1568,5451,Lap periton adhesiolysis,Laparoscopic lysis of peritoneal adhesions
1569,5459,Oth periton adhesiolysis,Other lysis of peritoneal adhesions
1570,5461,Reclose post op disrupt,Reclosure of postoperative disruption of abdominal wall
1571,5462,Delayed clos abd wound,Delayed closure of granulating abdominal wound
1572,5463,Abd wall suture NEC,Other suture of abdominal wall
1573,5464,Peritoneal suture,Suture of peritoneum
1574,5471,Repair of gastroschisis,Repair of gastroschisis
1575,5472,Abdomen wall repair NEC,Other repair of abdominal wall
1576,5473,Peritoneal repair NEC,Other repair of peritoneum
1577,5474,Omental repair NEC,Other repair of omentum
1578,5475,Mesenteric repair NEC,Other repair of mesentery
1579,5491,Percu abdominal drainage,Percutaneous abdominal drainage
1580,5492,Remove FB from periton,Removal of foreign body from peritoneal cavity
1581,5493,Create cutanperiton fist,Creation of cutaneoperitoneal fistula
1582,5494,Creat peritoneovas shunt,Creation of peritoneovascular shunt
1583,5495,Peritoneal incision,Incision of peritoneum
1584,5496,Injec air-periton cavity,Injection of air into peritoneal cavity
1585,5497,Inj therap subst periton,Injection of locally-acting therapeutic substance into peritoneal cavity
1586,5498,Peritoneal dialysis,Peritoneal dialysis
1587,5499,Abdomen region ops NEC,Other operations of abdominal region
1588,5501,Nephrotomy,Nephrotomy
1589,3729,Hrt/pericar dx proc NEC,Other diagnostic procedures on heart and pericardium
1590,3731,Pericardiectomy,Pericardiectomy
1591,3732,Heart aneurysm excision,Excision of aneurysm of heart
1592,3733,Exc/dest hrt lesion open,"Excision or destruction of other lesion or tissue of heart, open approach"
1593,3734,"Exc/des hrt les,endovasc","Excision or destruction of other lesion or tissue of heart, endovascular approach"
1594,3735,Partial ventriculectomy,Partial ventriculectomy
1595,3736,"Exc,destrct,exclus LAA","Excision, destruction, or exclusion of left atrial appendage (LAA)"
1596,3737,"Exc/dest hrt les, thrspc","Excision or destruction of other lesion or tissue of heart, thoracoscopic approach"
1597,3741,Impl cardiac support dev,Implantation of prosthetic cardiac support device around the heart
1598,3749,Heart/pericard repr NEC,Other repair of heart and pericardium
1599,3751,Heart transplantation,Heart transplantation
1600,3752,Imp tot int bi ht rp sys,Implantation of total internal biventricular heart replacement system
1601,3753,Repl/rep thr unt tot hrt,Replacement or repair of thoracic unit of (total) replacement heart system
1602,3754,Repl/rep oth tot hrt sys,Replacement or repair of other implantable component of (total) replacement heart system
1603,3755,Rem int bivent hrt sys,Removal of internal biventricular heart replacement system
1604,3760,Imp bivn ext hrt ast sys,Implantation or insertion of biventricular external heart assist system
1605,3761,Pulsation balloon implan,Implant of pulsation balloon
1606,3762,Insrt non-impl circ dev,Insertion of temporary non-implantable extracorporeal circulatory assist device
1607,3763,Repair heart assist sys,Repair of heart assist system
1608,3764,Remve ext hrt assist sys,Removal of external heart assist system(s) or device(s)
1609,3765,Imp vent ext hrt ast sys,Implant of single ventricular (extracorporeal) external heart assist system
1610,3766,Implantable hrt assist,Insertion of implantable heart assist system
1611,3767,Imp cardiomyostimul sys,Implantation of cardiomyostimulation system
1612,3768,Percutan hrt assist syst,Insertion of percutaneous external heart assist device
1613,3770,Int insert pacemak lead,"Initial insertion of lead [electrode], not otherwise specified"
1614,3771,Int insert lead in vent,Initial insertion of transvenous lead [electrode] into ventricle
1615,3772,Int inser lead atri-vent,Initial insertion of transvenous leads [electrodes] into atrium and ventricle
1616,3773,Int inser lead in atrium,Initial insertion of transvenous lead [electrode] into atrium
1617,3774,Int or repl lead epicar,Insertion or replacement of epicardial lead [electrode] into epicardium
1618,3775,Revision of lead,Revision of lead [electrode]
1619,3776,Repl tv atri-vent lead,Replacement of transvenous atrial and/or ventricular lead(s) [electrode]
1620,3777,Removal of lead w/o repl,Removal of lead(s) [electrode] without replacement
1621,3778,Inser temp pacemaker sys,Insertion of temporary transvenous pacemaker system
1622,3779,Rev/reloc card dev pockt,Revision or relocation of cardiac device pocket
1623,3780,Int or repl perm pacemkr,"Insertion of permanent pacemaker, initial or replacement, type of device not specified"
1624,3781,"Int insert 1-cham, non","Initial insertion of single-chamber device, not specified as rate responsive"
1625,3782,"Int insert 1-cham, rate","Initial insertion of single-chamber device, rate responsive"
1626,3783,Int insert dual-cham dev,Initial insertion of dual-chamber device
1627,3785,"Repl pacem w 1-cham, non","Replacement of any type pacemaker device with single-chamber device, not specified as rate responsive"
1628,3786,"Repl pacem 1-cham, rate","Replacement of any type of pacemaker device with single-chamber device, rate responsive"
1629,3787,Repl pacem w dual-cham,Replacement of any type pacemaker device with dual-chamber device
1630,3789,Revise or remove pacemak,Revision or removal of pacemaker device
1631,3790,Ins left atr append dev,Insertion of left atrial appendage device
1632,3791,Opn chest cardiac massag,Open chest cardiac massage
1633,3792,Injection into heart,Injection of therapeutic substance into heart
1634,3793,Injection into pericard,Injection of therapeutic substance into pericardium
1635,3794,Implt/repl carddefib tot,"Implantation or replacement of automatic cardioverter/defibrillator, total system [AICD]"
1636,3795,Implt cardiodefib leads,Implantation of automatic cardioverter/defibrillator lead(s) only
1637,3796,Implt cardiodefib genatr,Implantation of automatic cardioverter/defibrillator pulse generator only
1638,3797,Repl cardiodefib leads,Replacement of automatic cardioverter/defibrillator lead(s) only
1639,3798,Repl cardiodefib genratr,Replacement of automatic cardioverter/defibrillator pulse generator only
1640,3799,Other heart/pericard ops,Other operations on heart and pericardium
1641,3800,Incision of vessel NOS,"Incision of vessel, unspecified site"
1642,3801,Intracran vessel incis,"Incision of vessel, intracranial vessels"
1643,4389,Opn/oth part gastrectomy,Open and other partial gastrectomy
1644,4391,Tot gast w intes interpo,Total gastrectomy with intestinal interposition
1645,4399,Total gastrectomy NEC,Other total gastrectomy
1646,4400,Vagotomy NOS,"Vagotomy, not otherwise specified"
1647,4401,Truncal vagotomy,Truncal vagotomy
1648,4402,Highly select vagotomy,Highly selective vagotomy
1649,4403,Selective vagotomy NEC,Other selective vagotomy
1650,4411,Transabdomin gastroscopy,Transabdominal gastroscopy
1651,4412,Gastroscopy thru stoma,Gastroscopy through artificial stoma
1652,4413,Gastroscopy NEC,Other gastroscopy
1653,4414,Closed gastric biopsy,Closed [endoscopic] biopsy of stomach
1654,4415,Open gastric biopsy,Open biopsy of stomach
1655,4419,Gastric diagnos proc NEC,Other diagnostic procedures on stomach
1656,4421,"Dilate pylorus, incision",Dilation of pylorus by incision
1657,4422,Endoscop dilate pylorus,Endoscopic dilation of pylorus
1658,4429,Other pyloroplasty,Other pyloroplasty
1659,4431,High gastric bypass,High gastric bypass
1660,4432,Percu gastrojejunostomy,Percutaneous [endoscopic] gastrojejunostomy
1661,4438,Lap gastroenterostomy,Laparoscopic gastroenterostomy
1662,4439,Gastroenterostomy NEC,Other gastroenterostomy without gastrectomy
1663,4440,Suture peptic ulcer NOS,"Suture of peptic ulcer, not otherwise specified"
1664,4441,Sut gastric ulcer site,Suture of gastric ulcer site
1665,4442,Suture duoden ulcer site,Suture of duodenal ulcer site
1666,4443,Endosc control gast hem,Endoscopic control of gastric or duodenal bleeding
1667,4444,Transcath embo gast hem,Transcatheter embolization for gastric or duodenal bleeding
1668,4449,Other control gast hem,Other control of hemorrhage of stomach or duodenum
1669,445,Revision gastric anastom,Revision of gastric anastomosis
1670,4461,Suture gastric lacerat,Suture of laceration of stomach
1671,4462,Gastrostomy closure,Closure of gastrostomy
1672,4463,Close gastric fistul NEC,Closure of other gastric fistula
1673,4464,Gastropexy,Gastropexy
1674,4465,Esophagogastroplasty,Esophagogastroplasty
1675,4466,Creat esophagastr sphinc,Other procedures for creation of esophagogastric sphincteric competence
1676,4467,Lap creat esoph sphinct,Laparoscopic procedures for creation of esophagogastric sphincteric competence
1677,4468,Laparoscop gastroplasty,Laparoscopic gastroplasty
1678,4469,Gastric repair NEC,Other repair of stomach
1679,4491,Ligate gastric varices,Ligation of gastric varices
1680,4492,Intraop gastric manipul,Intraoperative manipulation of stomach
1681,4493,Insert gastric bubble,Insertion of gastric bubble (balloon)
1682,4494,Remove gastric bubble,Removal of gastric bubble (balloon)
1683,4495,Lap gastric restric proc,Laparoscopic gastric restrictive procedure
1684,4496,Lap rev gast restri proc,Laparoscopic revision of gastric restrictive procedure
1685,4497,Lap rem gast restric dev,Laparoscopic removal of gastric restrictive device(s)
1686,4498,Adjust gast restrict dev,(Laparoscopic) adjustment of size of adjustable gastric restrictive device
1687,4499,Gastric operation NEC,Other operations on stomach
1688,4500,Intestinal incision NOS,"Incision of intestine, not otherwise specified"
1689,4501,Duodenal incision,Incision of duodenum
1690,4502,Small bowel incision NEC,Other incision of small intestine
1691,4503,Large bowel incision,Incision of large intestine
1692,4511,Transab sm bowel endosc,Transabdominal endoscopy of small intestine
1693,4512,Endosc sm bowel thru st,Endoscopy of small intestine through artificial stoma
1694,4513,Sm bowel endoscopy NEC,Other endoscopy of small intestine
1695,4514,Clos small bowel biopsy,Closed [endoscopic] biopsy of small intestine
1696,4515,Open small bowel biopsy,Open biopsy of small intestine
1697,4516,Egd with closed biopsy,Esophagogastroduodenoscopy [EGD] with closed biopsy
1698,4519,Sm bowel dx proc NEC,Other diagnostic procedures on small intestine
1699,4521,Transab lg bowel endosc,Transabdominal endoscopy of large intestine
1700,4522,Endosc lg bowel thru st,Endoscopy of large intestine through artificial stoma
1701,4523,Colonoscopy,Colonoscopy
1702,4524,Flexible sigmoidoscopy,Flexible sigmoidoscopy
1703,4525,Clos large bowel biopsy,Closed [endoscopic] biopsy of large intestine
1704,4526,Open large bowel biopsy,Open biopsy of large intestine
1705,4527,Intestinal biopsy NOS,"Intestinal biopsy, site unspecified"
1706,4528,Lg bowel dx proced NEC,Other diagnostic procedures on large intestine
1707,4529,Bowel diagnost proc NEC,"Other diagnostic procedures on intestine, site unspecified"
1708,4530,Endosc destru duoden les,Endoscopic excision or destruction of lesion of duodenum
1709,4531,Oth excise duodenum les,Other local excision of lesion of duodenum
1710,4532,Destruct duoden les NEC,Other destruction of lesion of duodenum
1711,4533,Local excis sm bowel NEC,"Local excision of lesion or tissue of small intestine, except duodenum"
1712,3989,Oth cartd body/sinus op,"Other operations on carotid body, carotid sinus and other vascular bodies"
