"Code","Descriptor","CodeSystem"
"49297008","Salmonella Ferruch (organism)","SNOMEDCT"
"49392000","Salmonella Somone (organism)","SNOMEDCT"
"49452001","Salmonella Cotham (organism)","SNOMEDCT"
"49491006","Salmonella Hadar (organism)","SNOMEDCT"
"49603005","Salmonella Assinie (organism)","SNOMEDCT"
"49666004","Salmonella Brazil (organism)","SNOMEDCT"
"49721001","Salmonella Alabama (organism)","SNOMEDCT"
"49831004","Salmonella Deversoir (organism)","SNOMEDCT"
"50027009","Salmonella Soahanina (organism)","SNOMEDCT"
"50111004","Salmonella Alagbon (organism)","SNOMEDCT"
"50113001","Salmonella Accra (organism)","SNOMEDCT"
"50136005","Salmonella Typhimurium (organism)","SNOMEDCT"
"50161008","Salmonella II 53:d:z42 (organism)","SNOMEDCT"
"50273002","Salmonella Dallgow (organism)","SNOMEDCT"
"50351007","Salmonella Memphis (organism)","SNOMEDCT"
"50428006","Salmonella Urbana (organism)","SNOMEDCT"
"50772008","Salmonella Dan (organism)","SNOMEDCT"
"50785006","Salmonella Alger (organism)","SNOMEDCT"
"50823007","Salmonella Akuafo (organism)","SNOMEDCT"
"50831002","Salmonella II 40:m,t:z39 (organism)","SNOMEDCT"
"50853000","Salmonella Goulfey (organism)","SNOMEDCT"
"509004","Salmonella Odozi (organism)","SNOMEDCT"
"51008005","Salmonella Kingston (organism)","SNOMEDCT"
"51024006","Salmonella Sljeme (organism)","SNOMEDCT"
"51128007","Salmonella Friedenau (organism)","SNOMEDCT"
"51130009","Salmonella Nakuru (organism)","SNOMEDCT"
"51190006","Salmonella Glasgow (organism)","SNOMEDCT"
"51196000","Salmonella Bonariensis (organism)","SNOMEDCT"
"51210001","Salmonella Banalia (organism)","SNOMEDCT"
"51312006","Salmonella Leipzig (organism)","SNOMEDCT"
"51446008","Salmonella Apeyeme (organism)","SNOMEDCT"
"51480006","Salmonella Westeinde (organism)","SNOMEDCT"
"51488004","Salmonella Abortusequi (organism)","SNOMEDCT"
"51518009","Salmonella Giessen (organism)","SNOMEDCT"
"51584000","Salmonella Stormont (organism)","SNOMEDCT"
"51705004","Salmonella Eppendorf (organism)","SNOMEDCT"
"51706003","Salmonella Lansing (organism)","SNOMEDCT"
"51716006","Salmonella Nyeko (organism)","SNOMEDCT"
"51799003","Salmonella Overschie (organism)","SNOMEDCT"
"51820003","Salmonella Lechler (organism)","SNOMEDCT"
"51825008","Salmonella oritamerin (organism)","SNOMEDCT"
"51944002","Salmonella IV 18:z36,z38,- (organism)","SNOMEDCT"
"51985007","Salmonella Rissen (organism)","SNOMEDCT"
"52004009","Salmonella II 43:d:e,n,x,z15 (organism)","SNOMEDCT"
"52204003","Salmonella Romanby (organism)","SNOMEDCT"
"52237001","Salmonella Osnabrueck (organism)","SNOMEDCT"
"52277009","Salmonella Ikeja (organism)","SNOMEDCT"
"52294006","Salmonella II 58:d:z6 (organism)","SNOMEDCT"
"52400005","Salmonella Idikan (organism)","SNOMEDCT"
"52488001","Salmonella Nowawes (organism)","SNOMEDCT"
"52492008","Salmonella kisangani (organism)","SNOMEDCT"
"52511000","Salmonella Amersfoort (organism)","SNOMEDCT"
"52648003","Salmonella Tarshyne (organism)","SNOMEDCT"
"52730003","Salmonella Typhisuis (organism)","SNOMEDCT"
"52941007","Salmonella Plymouth (organism)","SNOMEDCT"
"52981000","Salmonella Camberwell (organism)","SNOMEDCT"
"52995002","Salmonella Gatineau (organism)","SNOMEDCT"
"53230005","Salmonella Goettingen (organism)","SNOMEDCT"
"5325008","Salmonella Menden (organism)","SNOMEDCT"
"53285009","Salmonella Nessziona (organism)","SNOMEDCT"
"53308007","Salmonella Bahati (organism)","SNOMEDCT"
"53391009","Salmonella Fass (organism)","SNOMEDCT"
"53459007","Salmonella Kalumburu (organism)","SNOMEDCT"
"53477002","Salmonella Shoreditch (organism)","SNOMEDCT"
"53501002","Salmonella II 13,23:k:z41 (organism)","SNOMEDCT"
"53510005","Salmonella Orlando (organism)","SNOMEDCT"
"53653001","Salmonella II 6,7:b:z39 (organism)","SNOMEDCT"
"53656009","Salmonella Leiden (organism)","SNOMEDCT"
"53684004","Salmonella Blockley (organism)","SNOMEDCT"
"5369001","Salmonella Ezra (organism)","SNOMEDCT"
"5372008","Salmonella Eko (organism)","SNOMEDCT"
"53723000","Salmonella Vellore (organism)","SNOMEDCT"
"53814008","Salmonella Emek (organism)","SNOMEDCT"
"53903009","Salmonella Barmbek (organism)","SNOMEDCT"
"54021004","Salmonella Lode (organism)","SNOMEDCT"
"541005","Salmonella Ahuza (organism)","SNOMEDCT"
"54131009","Salmonella Praha (organism)","SNOMEDCT"
"54227005","Salmonella Dadzie (organism)","SNOMEDCT"
"54260008","Salmonella Redhill (organism)","SNOMEDCT"
"54295006","Salmonella Lawra (organism)","SNOMEDCT"
"54309009","Salmonella Ebrie (organism)","SNOMEDCT"
"54354005","Salmonella Kaapstad (organism)","SNOMEDCT"
"54469007","Salmonella Schwerin (organism)","SNOMEDCT"
"54528001","Salmonella Yeerongpilly (organism)","SNOMEDCT"
"54551001","Salmonella II 6,7:z:z39 (organism)","SNOMEDCT"
"5461002","Salmonella Chester (organism)","SNOMEDCT"
"54693005","Salmonella Lerum (organism)","SNOMEDCT"
"54697006","Salmonella Techimani (organism)","SNOMEDCT"
"54749003","Salmonella Farcha (organism)","SNOMEDCT"
"54836002","Salmonella Wedding (organism)","SNOMEDCT"
"54984007","Salmonella Fischerkietz (organism)","SNOMEDCT"
"55107007","Salmonella Malaysia (organism)","SNOMEDCT"
"55144007","Salmonella Rumford (organism)","SNOMEDCT"
"55246000","Salmonella Echa (organism)","SNOMEDCT"
"55274005","Salmonella Edinburg (organism)","SNOMEDCT"
"55290005","Salmonella Bonn (organism)","SNOMEDCT"
"55395003","Salmonella Saarbruecken (organism)","SNOMEDCT"
"55453006","Salmonella II 47:z:e,n,x,z15 (organism)","SNOMEDCT"
"55485009","Salmonella Mishmarhaemek (organism)","SNOMEDCT"
"55505009","Salmonella Sheffield (organism)","SNOMEDCT"
"55580001","Salmonella Daytona (organism)","SNOMEDCT"
"55653004","Salmonella Ipeko (organism)","SNOMEDCT"
"55928004","Salmonella II 47:g,t:e,n,x (organism)","SNOMEDCT"
"55932005","Salmonella Cubana (organism)","SNOMEDCT"
"5595000","Salmonella Typhi (organism)","SNOMEDCT"
"55975004","Salmonella Cleveland (organism)","SNOMEDCT"
"56040008","Salmonella Bietri (organism)","SNOMEDCT"
"56064009","Salmonella Okatie (organism)","SNOMEDCT"
"56077000","Salmonella Newport (organism)","SNOMEDCT"
"56088006","Salmonella Eberswalde (organism)","SNOMEDCT"
"56093009","Salmonella Winnipeg (organism)","SNOMEDCT"
"5610000","Salmonella Azteca (organism)","SNOMEDCT"
"5612008","Salmonella Enugu (organism)","SNOMEDCT"
"56122007","Salmonella Ogbete (organism)","SNOMEDCT"
"56428001","Salmonella Aflao (organism)","SNOMEDCT"
"56626006","Salmonella Palime (organism)","SNOMEDCT"
"56632001","Salmonella Durham (organism)","SNOMEDCT"
"56737002","Salmonella Raus (organism)","SNOMEDCT"
"56929002","Salmonella Assen (organism)","SNOMEDCT"
"56950006","Salmonella II 48:k:e,n,x,z15 (organism)","SNOMEDCT"
"56955001","Salmonella Westerstede (organism)","SNOMEDCT"
"57024000","Salmonella Charlottenburg (organism)","SNOMEDCT"
"57053004","Salmonella Saboya (organism)","SNOMEDCT"
"57072004","Salmonella Solt (organism)","SNOMEDCT"
"57101009","Salmonella Poona (organism)","SNOMEDCT"
"57116007","Salmonella Africana (organism)","SNOMEDCT"
"57247005","Salmonella II 45:z29:z42 (organism)","SNOMEDCT"
"57255003","Salmonella Ago (organism)","SNOMEDCT"
"57322006","Salmonella Aberdeen (organism)","SNOMEDCT"
"57389000","Salmonella Basingstoke (organism)","SNOMEDCT"
"57428009","Salmonella Campinense (organism)","SNOMEDCT"
"57475009","Salmonella II 57:d:1,5 (organism)","SNOMEDCT"
"57506006","Salmonella Bergedorf (organism)","SNOMEDCT"
"57508007","Salmonella II 9,12:l,v:z39 (organism)","SNOMEDCT"
"57585007","Salmonella Inverness (organism)","SNOMEDCT"
"57587004","Salmonella Carnac (organism)","SNOMEDCT"
"57636007","Salmonella II 1,9,12:z29:e,n,x (organism)","SNOMEDCT"
"57664002","Salmonella Durban (organism)","SNOMEDCT"
"57683009","Salmonella Rochdale (organism)","SNOMEDCT"
"5778005","Salmonella Muguga (organism)","SNOMEDCT"
"57786005","Salmonella Takoradi (organism)","SNOMEDCT"
"57804003","Salmonella Fann (organism)","SNOMEDCT"
"57861008","Salmonella Tambacounda (organism)","SNOMEDCT"
"57887008","Salmonella IV 1,53:g,z51:- (organism)","SNOMEDCT"
"57924003","Salmonella Oldenburg (organism)","SNOMEDCT"
"58006000","Salmonella Carswell (organism)","SNOMEDCT"
"58041001","Salmonella II 9,12:e,n,x:1,6 (organism)","SNOMEDCT"
"58045005","Salmonella Hillegersberg (organism)","SNOMEDCT"
"58052007","Salmonella Louga (organism)","SNOMEDCT"
"581003","Salmonella Canada (organism)","SNOMEDCT"
"58134009","Salmonella II 43:g,z62:e,n,x (organism)","SNOMEDCT"
"58146008","Salmonella Yoff (organism)","SNOMEDCT"
"58215003","Salmonella Machaga (organism)","SNOMEDCT"
"5837001","Salmonella IV 40:z4,z24:- (organism)","SNOMEDCT"
"58393009","Salmonella Yokoe (organism)","SNOMEDCT"
"5864000","Salmonella Baildon (organism)","SNOMEDCT"
"58723002","Salmonella Larochelle (organism)","SNOMEDCT"
"58761004","Salmonella Victoriaborg (organism)","SNOMEDCT"
"58845009","Salmonella Ilala (organism)","SNOMEDCT"
"58933004","Salmonella Remete (organism)","SNOMEDCT"
"58946009","Salmonella Kumasi (organism)","SNOMEDCT"
"58973005","Salmonella Willemstad (organism)","SNOMEDCT"
"58979009","Salmonella Wisbech (organism)","SNOMEDCT"
"5908004","Salmonella Haelsingborg (organism)","SNOMEDCT"
"59099007","Salmonella Menston (organism)","SNOMEDCT"
"59107001","Salmonella Fluntern (organism)","SNOMEDCT"
"59130007","Salmonella Augustenborg (organism)","SNOMEDCT"
"59235005","Salmonella II 9,12:l,z28:e,n,x (organism)","SNOMEDCT"
"5929008","Salmonella Virchow (organism)","SNOMEDCT"
"59316007","Salmonella Losangeles (organism)","SNOMEDCT"
"5937000","Salmonella Abadina (organism)","SNOMEDCT"
"59384004","Salmonella Selby (organism)","SNOMEDCT"
"59551003","Salmonella Colindale (organism)","SNOMEDCT"
"5956005","Salmonella Kouka (organism)","SNOMEDCT"
"5957001","Salmonella Binningen (organism)","SNOMEDCT"
"59598006","Salmonella Gaminara (organism)","SNOMEDCT"
"59727006","Salmonella II 1,9,12,(46),27:y:z39 (organism)","SNOMEDCT"
"59785000","Salmonella Guarapiranga (organism)","SNOMEDCT"
"59794006","Salmonella Yerba (organism)","SNOMEDCT"
"59827003","Salmonella Agege (organism)","SNOMEDCT"
"59834001","Salmonella Gbadago (organism)","SNOMEDCT"
"59839006","Salmonella Mpouto (organism)","SNOMEDCT"
"60073009","Salmonella Agama (organism)","SNOMEDCT"
"60142007","Salmonella Ndolo (organism)","SNOMEDCT"
"60230009","Salmonella Broughton (organism)","SNOMEDCT"
"60242004","Salmonella Salford (organism)","SNOMEDCT"
"60425007","Salmonella II 3,10:l,z28:z39 (organism)","SNOMEDCT"
"60462009","Salmonella Vleuten (organism)","SNOMEDCT"
"60512001","Salmonella II 3,10:l,v:e,n,x (organism)","SNOMEDCT"
"60527001","Salmonella Neumuenster (organism)","SNOMEDCT"
"6065006","Salmonella Malstatt (organism)","SNOMEDCT"
"60651003","Salmonella Meleagridis (organism)","SNOMEDCT"
"60677006","Salmonella Spartel (organism)","SNOMEDCT"
"60711005","Salmonella II 30:b:z6 (organism)","SNOMEDCT"
"60789003","Salmonella Onarimon (organism)","SNOMEDCT"
"60794003","Salmonella Elomrane (organism)","SNOMEDCT"
"60834008","Salmonella Tilburg (organism)","SNOMEDCT"
"6086006","Salmonella Kinondoni (organism)","SNOMEDCT"
"60913000","Salmonella II 6,8:d:z6,z42 (organism)","SNOMEDCT"
"61079001","Salmonella Haouaria (organism)","SNOMEDCT"
"61191008","Salmonella Ikayi (organism)","SNOMEDCT"
"61227007","Salmonella II 1,9,12,(46),27:z10:e,n,x (organism)","SNOMEDCT"
"61304001","Salmonella Hatfield (organism)","SNOMEDCT"
"61329007","Salmonella Kodjovi (organism)","SNOMEDCT"
"61355008","Salmonella Logone (organism)","SNOMEDCT"
"61375004","Salmonella II 1,40:c:z39 (organism)","SNOMEDCT"
"61388001","Salmonella Teltow (organism)","SNOMEDCT"
"61491002","Salmonella Kpeme (organism)","SNOMEDCT"
"61531002","Salmonella Mayday (organism)","SNOMEDCT"
"61549002","Salmonella Taset (organism)","SNOMEDCT"
"6156002","Salmonella Sanga (organism)","SNOMEDCT"
"61807004","Salmonella Warnemuende (organism)","SNOMEDCT"
"6184007","Salmonella Fulica (organism)","SNOMEDCT"
"62024006","Salmonella II 50:b:z6 (organism)","SNOMEDCT"
"62099009","Salmonella Westhampton (organism)","SNOMEDCT"
"62136003","Salmonella Dublin (organism)","SNOMEDCT"
"62146001","Salmonella Wuiti (organism)","SNOMEDCT"
"62209006","Salmonella II 58:c:z6 (organism)","SNOMEDCT"
"62272001","Salmonella Newyork (organism)","SNOMEDCT"
"62308000","Salmonella Baiboukoum (organism)","SNOMEDCT"
"62314007","Salmonella Mornington (organism)","SNOMEDCT"
"62325003","Salmonella Kisii (organism)","SNOMEDCT"
"6233000","Salmonella Warragul (organism)","SNOMEDCT"
"62340001","Salmonella Kivu (organism)","SNOMEDCT"
"62365004","Salmonella Farakan (organism)","SNOMEDCT"
"62367007","Salmonella Lovelace (organism)","SNOMEDCT"
"62414008","Salmonella Gassi (organism)","SNOMEDCT"
"62441003","Salmonella Drogana (organism)","SNOMEDCT"
"62532006","Salmonella Veneziana (organism)","SNOMEDCT"
"62626007","Salmonella Volkmarsdorf (organism)","SNOMEDCT"
"62656003","Salmonella Schoeneberg (organism)","SNOMEDCT"
"62686005","Salmonella Mono (organism)","SNOMEDCT"
"6272001","Salmonella II 56:d:- (organism)","SNOMEDCT"
"62773005","Salmonella Mandera (organism)","SNOMEDCT"
"62866008","Salmonella Kirkee (organism)","SNOMEDCT"
"63015008","Salmonella Ilugun (organism)","SNOMEDCT"
"6302004","Salmonella Shipley (organism)","SNOMEDCT"
"63058007","Salmonella Halle (organism)","SNOMEDCT"
"63060009","Salmonella Huvudsta (organism)","SNOMEDCT"
"63142006","Salmonella Hato (organism)","SNOMEDCT"
"6327006","Salmonella Glostrup (organism)","SNOMEDCT"
"6328001","Salmonella Banjul (organism)","SNOMEDCT"
"63396002","Salmonella Reading (organism)","SNOMEDCT"
"63485009","Salmonella Southbank (organism)","SNOMEDCT"
"6350000","Salmonella Joal (organism)","SNOMEDCT"
"63734000","Salmonella Mowanjum (organism)","SNOMEDCT"
"63800006","Salmonella Steinplatz (organism)","SNOMEDCT"
"63877008","Salmonella Champaign (organism)","SNOMEDCT"
"64078005","Salmonella Lindenburg (organism)","SNOMEDCT"
"64080004","Salmonella Warnow (organism)","SNOMEDCT"
"64155002","Salmonella Kunduchi (organism)","SNOMEDCT"
"6432008","Salmonella Brive (organism)","SNOMEDCT"
"64341001","Salmonella II 56:e,n,x:1,7 (organism)","SNOMEDCT"
"64354008","Salmonella Czernyring (organism)","SNOMEDCT"
"64456006","Salmonella Bristol (organism)","SNOMEDCT"
"64506004","Salmonella Oerlikon (organism)","SNOMEDCT"
"64539001","Salmonella Abobo (organism)","SNOMEDCT"
"64578002","Salmonella Herston (organism)","SNOMEDCT"
"6458008","Salmonella Yovokome (organism)","SNOMEDCT"
"6459000","Salmonella Riogrande (organism)","SNOMEDCT"
"64619006","Salmonella Thayngen (organism)","SNOMEDCT"
"64636003","Salmonella Telelkebir (organism)","SNOMEDCT"
"64674006","Salmonella Lyon (organism)","SNOMEDCT"
"64705003","Salmonella Mokola (organism)","SNOMEDCT"
"64768003","Salmonella Togba (organism)","SNOMEDCT"
"64802006","Salmonella Miami (organism)","SNOMEDCT"
"64842001","Salmonella Haardt (organism)","SNOMEDCT"
"64847007","Salmonella Lezennes (organism)","SNOMEDCT"
"64863004","Salmonella Ljubljana (organism)","SNOMEDCT"
"64900004","Salmonella Ordonez (organism)","SNOMEDCT"
"64975005","Salmonella Chicago (organism)","SNOMEDCT"
"65132007","Salmonella Monschaui (organism)","SNOMEDCT"
"65211006","Salmonella Luciana (organism)","SNOMEDCT"
"65214003","Salmonella Haferbreite (organism)","SNOMEDCT"
"65252002","Salmonella II 1,13,22:z39:1,5,(7) (organism)","SNOMEDCT"
"65303004","Salmonella Sloterdijk (organism)","SNOMEDCT"
"65422007","Salmonella Kintambo (organism)","SNOMEDCT"
"65463001","Salmonella Bilu (organism)","SNOMEDCT"
"65525006","Salmonella Gera (organism)","SNOMEDCT"
"656008","Salmonella Os (organism)","SNOMEDCT"
"65633001","Salmonella Kermel (organism)","SNOMEDCT"
"65650004","Salmonella II 42:m,t:(e,n,x,z15) (organism)","SNOMEDCT"
"65700004","Salmonella Calabar (organism)","SNOMEDCT"
"65779004","Salmonella Papuana (organism)","SNOMEDCT"
"65805004","Salmonella Kamoru (organism)","SNOMEDCT"
"65807007","Salmonella Sangalkam (organism)","SNOMEDCT"
"65829006","Salmonella Onireke (organism)","SNOMEDCT"
"65830001","Salmonella Ngor (organism)","SNOMEDCT"
"65834005","Salmonella II 43:e,n,x,z15:1,(5),7 (organism)","SNOMEDCT"
"65850002","Salmonella Ball (organism)","SNOMEDCT"
"65987009","Salmonella II 3,10:g,m,s,t:[1,5] (organism)","SNOMEDCT"
"66105008","Salmonella Nieukerk (organism)","SNOMEDCT"
"66161002","Salmonella Linguere (organism)","SNOMEDCT"
"66197006","Salmonella Goverdhan (organism)","SNOMEDCT"
"66442007","Salmonella Luke (organism)","SNOMEDCT"
"66450003","Salmonella Gambia (organism)","SNOMEDCT"
"66496006","Salmonella Mapo (organism)","SNOMEDCT"
"66544006","Salmonella Brevik (organism)","SNOMEDCT"
"66570007","Salmonella II 28:e,n,x:1,7 (organism)","SNOMEDCT"
"66585001","Salmonella Kalina (organism)","SNOMEDCT"
"6663003","Salmonella Morningside (organism)","SNOMEDCT"
"66713000","Salmonella Livingstone (organism)","SNOMEDCT"
"66714006","Salmonella Pharr (organism)","SNOMEDCT"
"66749004","Salmonella II 1,13,23:z29:e,n,x (organism)","SNOMEDCT"
"6675008","Salmonella Kibi (organism)","SNOMEDCT"
"66773007","Salmonella IV, group O:53 (organism)","SNOMEDCT"
"66778003","Salmonella Elokate (organism)","SNOMEDCT"
"66788002","Salmonella IV 6,14:z4,z23:- (organism)","SNOMEDCT"
"66863002","Salmonella Dabou (organism)","SNOMEDCT"
"67035008","Salmonella Oxford (organism)","SNOMEDCT"
"67092009","Salmonella Morehead (organism)","SNOMEDCT"
"67207001","Salmonella Koumra (organism)","SNOMEDCT"
"67210008","Salmonella Ohio (organism)","SNOMEDCT"
"67231006","Salmonella Nimes (organism)","SNOMEDCT"
"67259007","Salmonella Inpraw (organism)","SNOMEDCT"
"67282009","Salmonella Bury (organism)","SNOMEDCT"
"67336004","Salmonella Legon (organism)","SNOMEDCT"
"67346002","Salmonella Kuru (organism)","SNOMEDCT"
"67392004","Salmonella Hvittingfoss (organism)","SNOMEDCT"
"67457006","Salmonella Goelzau (organism)","SNOMEDCT"
"67513009","Salmonella Njala (organism)","SNOMEDCT"
"67643004","Salmonella Chincol (organism)","SNOMEDCT"
"67646007","Salmonella Alexanderplatz (organism)","SNOMEDCT"
"6768004","Salmonella Lodz (organism)","SNOMEDCT"
"67775006","Salmonella Cairina (organism)","SNOMEDCT"
"67810001","Salmonella Lika (organism)","SNOMEDCT"
"67851004","Salmonella Sipane (organism)","SNOMEDCT"
"67874000","Salmonella Birmingham (organism)","SNOMEDCT"
"67936007","Salmonella II 39:c:e,n,x (organism)","SNOMEDCT"
"68108004","Salmonella Findorff (organism)","SNOMEDCT"
"68218004","Salmonella Kimberley (organism)","SNOMEDCT"
"68452003","Salmonella Alexanderpolder (organism)","SNOMEDCT"
"6851005","Salmonella Vietnam (organism)","SNOMEDCT"
"68520000","Salmonella II 6,7:z42:e,n,x:1,6 (organism)","SNOMEDCT"
"68541006","Salmonella II 13,22:l,z28:1,5 (organism)","SNOMEDCT"
"68632005","Salmonella Isuge (organism)","SNOMEDCT"
"68807006","Salmonella Preston (organism)","SNOMEDCT"
"68821008","Salmonella II 52:d:e,n,x,z15 (organism)","SNOMEDCT"
"68891004","Salmonella II 3,10:l,z28:1,5 (organism)","SNOMEDCT"
"68916009","Salmonella Muenster (organism)","SNOMEDCT"
"68937001","Salmonella Itami (organism)","SNOMEDCT"
"69006005","Salmonella Kabete (organism)","SNOMEDCT"
"69027000","Salmonella Sya (organism)","SNOMEDCT"
"69033009","Salmonella Escanaba (organism)","SNOMEDCT"
"69040005","Salmonella Cremieu (organism)","SNOMEDCT"
"69053008","Salmonella Ardwick (organism)","SNOMEDCT"
"69111005","Salmonella Madjorio (organism)","SNOMEDCT"
"69117009","Salmonella Shomolu (organism)","SNOMEDCT"
"69123004","Salmonella Togo (organism)","SNOMEDCT"
"69176009","Salmonella Uhlenhorst (organism)","SNOMEDCT"
"69247002","Salmonella II 17:y:- (organism)","SNOMEDCT"
"69252007","Salmonella Ank (organism)","SNOMEDCT"
"69261007","Salmonella Sambre (organism)","SNOMEDCT"
"6938001","Salmonella Carmel (organism)","SNOMEDCT"
"69432009","Salmonella Zadar (organism)","SNOMEDCT"
"69573008","Salmonella Egusi (organism)","SNOMEDCT"
"6959008","Salmonella Windermere (organism)","SNOMEDCT"
"69669000","Salmonella Shangani (organism)","SNOMEDCT"
"69712009","Salmonella Kambole (organism)","SNOMEDCT"
"69716007","Salmonella Redba (organism)","SNOMEDCT"
"69738009","Salmonella Tonev (organism)","SNOMEDCT"
"69775004","Salmonella Bargny (organism)","SNOMEDCT"
"69847009","Salmonella Cairns (organism)","SNOMEDCT"
"70004000","Salmonella Honelis (organism)","SNOMEDCT"
"70194005","Salmonella Dieuppeul (organism)","SNOMEDCT"
"70223004","Salmonella Weybridge (organism)","SNOMEDCT"
"7031002","Salmonella California (organism)","SNOMEDCT"
"70344002","Salmonella Cerro (organism)","SNOMEDCT"
"70426009","Salmonella II, group O:52 (organism)","SNOMEDCT"
"70456000","Salmonella Ahmadi (organism)","SNOMEDCT"
"70605000","Salmonella Manchester (organism)","SNOMEDCT"
"70671008","Salmonella Hisingen (organism)","SNOMEDCT"
"70689009","Salmonella Yarrabah (organism)","SNOMEDCT"
"70760001","Salmonella Potosi (organism)","SNOMEDCT"
"709136002","Salmonella Maumee (organism)","SNOMEDCT"
"70939003","Salmonella II 53:z:z6 (organism)","SNOMEDCT"
"70940001","Salmonella Sanjuan (organism)","SNOMEDCT"
"71026007","Salmonella Gelsenkirchen (organism)","SNOMEDCT"
"711005","Salmonella Tunis (organism)","SNOMEDCT"
"71107002","Salmonella Seegefeld (organism)","SNOMEDCT"
"71121000","Salmonella Adeoyo (organism)","SNOMEDCT"
"71236007","Salmonella Middlesbrough (organism)","SNOMEDCT"
"71285002","Salmonella Ruzizi (organism)","SNOMEDCT"
"71316008","Salmonella Guinea (organism)","SNOMEDCT"
"71357001","Salmonella Chomedey (organism)","SNOMEDCT"
"71443004","Salmonella Sinstorf (organism)","SNOMEDCT"
"715049006","Salmonella group O:6,7 (organism)","SNOMEDCT"
"715050006","Salmonella group O:3,15 (organism)","SNOMEDCT"
"71520006","Salmonella Antsalova (organism)","SNOMEDCT"
"71541000","Salmonella Westphalia (organism)","SNOMEDCT"
"71605006","Salmonella Toowong (organism)","SNOMEDCT"
"71614001","Salmonella Ouakam (organism)","SNOMEDCT"
"71672005","Salmonella Malika (organism)","SNOMEDCT"
"71711000","Salmonella Minna (organism)","SNOMEDCT"
"71733003","Salmonella Molesey (organism)","SNOMEDCT"
"71768003","Salmonella Give (organism)","SNOMEDCT"
"71865006","Salmonella Heidelberg (organism)","SNOMEDCT"
"71991008","Salmonella Nanga (organism)","SNOMEDCT"
"72029002","Salmonella Rittersbach (organism)","SNOMEDCT"
"72033009","Salmonella Albany (organism)","SNOMEDCT"
"72072008","Salmonella Belem (organism)","SNOMEDCT"
"72119007","Salmonella Kingabwa (organism)","SNOMEDCT"
"72132002","Salmonella Weston (organism)","SNOMEDCT"
"72414009","Salmonella II 13,23:l,z28:1,5 (organism)","SNOMEDCT"
"72514007","Salmonella Karachi (organism)","SNOMEDCT"
"72539003","Salmonella II 13,23:l,z28:z6 (organism)","SNOMEDCT"
"72690008","Salmonella IV harmelen (organism)","SNOMEDCT"
"72706004","Salmonella II 58:z10:1,6 (organism)","SNOMEDCT"
"7279002","Salmonella II makumira (organism)","SNOMEDCT"
"72828006","Salmonella Kidderminster (organism)","SNOMEDCT"
"72895000","Salmonella Strasbourg (organism)","SNOMEDCT"
"72958001","Salmonella Dumfries (organism)","SNOMEDCT"
"7303003","Salmonella II 28:m,t:(e,n,x) (organism)","SNOMEDCT"
"73087009","Salmonella IV 38:z4,z23:- (organism)","SNOMEDCT"
"73249008","Salmonella Victoria (organism)","SNOMEDCT"
"73321004","Salmonella Fareham (organism)","SNOMEDCT"
"73525009","Salmonella Enteritidis (organism)","SNOMEDCT"
"73541005","Salmonella Bochum (organism)","SNOMEDCT"
"73981008","Salmonella Inchpark (organism)","SNOMEDCT"
"74092000","Salmonella Fortune (organism)","SNOMEDCT"
"74115000","Salmonella Widemarsh (organism)","SNOMEDCT"
"74122008","Salmonella Portland (organism)","SNOMEDCT"
"74464001","Salmonella Doorn (organism)","SNOMEDCT"
"74613008","Salmonella Trachau (organism)","SNOMEDCT"
"74630005","Salmonella Hofit (organism)","SNOMEDCT"
"74649009","Salmonella Macallen (organism)","SNOMEDCT"
"7467004","Salmonella Gwoza (organism)","SNOMEDCT"
"74705004","Salmonella Suelldorf (organism)","SNOMEDCT"
"74707007","Salmonella Tudu (organism)","SNOMEDCT"
"74731002","Salmonella II, group O:57 (organism)","SNOMEDCT"
"748001","Salmonella Chandans (organism)","SNOMEDCT"
"749009","Salmonella Truro (organism)","SNOMEDCT"
"74936002","Salmonella Abidjan (organism)","SNOMEDCT"
"74958000","Salmonella Gori (organism)","SNOMEDCT"
"75048007","Salmonella Nashua (organism)","SNOMEDCT"
"75090001","Salmonella Kimuenza (organism)","SNOMEDCT"
"75104004","Salmonella Bradford (organism)","SNOMEDCT"
"75114008","Salmonella Mim (organism)","SNOMEDCT"
"7516004","Salmonella Malmoe (organism)","SNOMEDCT"
"75173009","Salmonella Pisa (organism)","SNOMEDCT"
"75196009","Salmonella enterica subspecies enterica serovar Butantan (organism)","SNOMEDCT"
"75293006","Salmonella II 18:m,t:1,5 (organism)","SNOMEDCT"
"75329000","Salmonella Casablanca (organism)","SNOMEDCT"
"75343005","Salmonella Aminatu (organism)","SNOMEDCT"
"75347006","Salmonella Cannonhill (organism)","SNOMEDCT"
"75380004","Salmonella Bangkok (organism)","SNOMEDCT"
"75447005","Salmonella Straengnaes (organism)","SNOMEDCT"
"75486009","Salmonella Stratford (organism)","SNOMEDCT"
"75515002","Salmonella Madiago (organism)","SNOMEDCT"
"75676000","Salmonella Wippra (organism)","SNOMEDCT"
"75848006","Salmonella Abaetetuba (organism)","SNOMEDCT"
"75881007","Salmonella Fischerhuette (organism)","SNOMEDCT"
"75923007","Salmonella Albert (organism)","SNOMEDCT"
"760000","Salmonella Djelfa (organism)","SNOMEDCT"
"76027002","Salmonella Chichiri (organism)","SNOMEDCT"
"76073000","Salmonella Aba (organism)","SNOMEDCT"
"761001","Salmonella Runby (organism)","SNOMEDCT"
